EIN,ORG_NAME,AVG_RECENT_REVENUE,AVG_PRIOR_REVENUE,PCT_CHANGE,MOMENTUM_SCORE,VOLATILITY,MOMENTUM_CLASS
236227415,John B Lowman Trust Ud 08 10 48 428901,22358,20257,10.37,14165,0.52,turbulent
236227443,Friendshp Fd Ithan Chapl Etc Ud Bmh 470100,5744,5188,10.73,4657,0.61,turbulent
236227636,John Boyer 1 St City Troop,136452,123207,10.75,113429,1.38,turbulent
236227767,George W Ferguson Fbo St Philip Etal Tr,42759,25985,64.55,-33262,0.7,turbulent
236227806,John A Beard Ud 10 11 45 12216 00,270135,230839,17.02,208354,0.55,turbulent
236227860,H F Mccullough Memorial Scholarship Fund Res Tr,55413,50202,10.38,38400,0.47,weak_up
236227929,Markus Moe B Tr,35906,26003,38.08,-30041,0.7,turbulent
236227943,Deforest P Willard U Deed Res Tr,65854,61146,7.7,46258,0.47,weak_up
236228016,Hammeke Hubert Ud 06 07 28 1515800 Mellon Bank East N A,8233,7144,15.24,6074,0.48,weak_up
236228044,John M E Ward Tr Ua 09281929,26486,20906,26.69,13937,0.55,turbulent
236228142,Katharine H Neale Tr Ud 03181953,42614,39931,6.72,28158,0.45,weak_up
236228214,G Edward Elwell Jr Ud,15379,14814,3.81,10017,0.42,stable
236228400,Frances Anne Wister Mem Fd U D 19093 00,3560,3166,12.47,2218,0.53,turbulent
236228475,William E Mchenry Ud 062257 1945200,6849,4321,58.48,5523,0.66,turbulent
236235009,Minnie Stayman T W For Education,80684,69574,15.97,54967,0.46,weak_up
236235016,Frank Oscar Charitable Tr,60291,27777,117.05,-68523,1.65,turbulent
236235130,Church Of God   Roaring Spring 52,8303,7143,16.23,5914,0.46,weak_up
236235141,Edith Davis Eve Foundation,74177,64249,15.45,50601,0.46,weak_up
236236408,J J Baughman Meth Ch Tr 10170135 Bn6,29334,34840,-15.8,1280,0.43,weak_down
236236509,City Grays Endowment Ta,5350,5399,-0.91,787,0.49,stable
236236573,Casper Dull Co Tw,496829,627427,-20.81,315656,0.62,turbulent
236236624,George L Fisher T/W Fisher Memorial Foundation,88286,132373,-33.31,81668,0.63,turbulent
236236749,Herr B F T D Sarah Et Al,10392,9898,4.99,9163,0.49,stable
236236751,B F Herr T A Lutheran Church,13907,17901,-22.31,872,0.54,turbulent
236236776,Homeland Consolidated Trust,26097,41400,-36.96,10733,0.83,turbulent
236236909,Leon Lowengard Scholarship Foundation,216980,236717,-8.34,153126,0.52,turbulent
236236919,Sarah E Mccauley Tw 05344 00 7,51617,59758,-13.62,9953,0.58,turbulent
236237067,Sara Palmer Trust 0211 Bn,17687,19201,-7.89,1904,0.51,turbulent
236237069,S M Palmer Trust Uw 7,5509,8587,-35.85,886,0.61,turbulent
236237070,Palmer S M Tw Poly Hospital,5367,5061,6.05,201,0.61,turbulent
236237071,Palmer S M T W Presb Home A,5071,6575,-22.87,5026,0.53,turbulent
236237073,Sara Palmer Trust,3636,3391,7.2,805,0.51,turbulent
236237074,S M Palmer Tw Hbg Sch Bible 05991 00 5,3608,3602,0.17,561,0.7,turbulent
236237106,Daniel M Dull Tr Uw,178568,248232,-28.06,196151,0.46,uncategorized
236237238,Augustus R Shellenberger T W,6242,6255,-0.2,143,0.81,turbulent
236237250,Shoemaker R S Tw S F 10170182 Bn8,355423,391173,-9.14,261489,0.5,turbulent
236237440,Wierman Thomas T Tw 10170187 Bn7,17843,32233,-44.64,3567,1.03,turbulent
236241200,Adele Altick Trust T/W Fbo St Josephs Hospital Nect,7686,6824,12.62,5478,0.53,turbulent
236241508,Charles Lebzetter Tw Residuary Tr,8917,5651,57.79,5834,0.68,turbulent
236241613,Jackson & Sarah Montgomery T W Pequea Presb Church,8613,8009,7.55,6471,0.46,weak_up
236241620,Elsie L Plank Tw C Plank Scholarship 10171461 Bn5,3897,6308,-38.22,7199,1.06,turbulent
236241733,Raymond S Slagen Tw Charity 10171472 Bn2 Fbo Lancaster Heart Ha,41078,36503,12.54,29766,0.44,weak_up
236241786,Robert B Todd Tr Uw Fbo Lancaster Gen Hospital,89063,70622,26.11,-101714,0.73,turbulent
236248653,Howard F Pyfer 1410,13339,23519,-43.28,10285,0.81,turbulent
236248704,Jacob W Kleim 1582 0,24581,45516,-45.99,-12330,0.53,turbulent
236248918,Annie Davis 2973 0,6280,24161,-74.01,2008,1.24,turbulent
236249271,G R Ralston Montgomery Trust,26885,82878,-67.56,17155,1.13,turbulent
236249419,Thomas Taylor Poor Fund,52366,102820,-49.07,15066,0.71,turbulent
236249671,Martha Fenstermacher Trust,35025,67195,-47.87,-22297,0.75,turbulent
236250087,William H Slingluff Trust 33 1610 00 6,50551,71518,-29.32,73357,0.54,turbulent
236250296,Rosina C Smith For Montgomery Hosp 12740 0,97548,359213,-72.84,53515,1.24,turbulent
236254565,Matilda Bird Sprogell,20842,42898,-51.41,-15908,0.82,turbulent
236254848,Howard Thompson Trust For Coatesville Hospital,8135,17934,-54.64,-6503,0.83,turbulent
236255314,W S Cornman T W,11082,11979,-7.48,1518,0.56,turbulent
236258221,Nettie J Fetter Tr,72550,64283,12.86,-70374,0.79,turbulent
236262713,M Alice Fisher 6,5870,8663,-32.24,-7900,0.6,turbulent
236262714,M Alice Fisher 7,2967,5604,-47.05,-1539,0.78,turbulent
236264622,Minnie Dibeler Trust 10 07393 2,2808,2890,-2.83,-101,0.49,stable
236265761,F Matthias St Marys Cemetery Association Tr Uw,309,1629,-81.03,77,0.86,turbulent
236268734,Charles A Coble Tw,9210,9171,0.42,2012,0.54,turbulent
236272160,Barton Charlotte R Trust Uw,30236,22325,35.44,22639,0.57,turbulent
236273100,The Warren C Batroff Scholarship C/O Pnc Bank Na Ttee 0641628,65316,150284,-56.54,11640,0.78,turbulent
236273240,Joseph B M N Tw R Albright,8071,5434,48.51,-6321,0.75,turbulent
236273259,Harry M King Trust Commonwealth Natl Bk Tr F/B/O York Benevolent A,1826,1616,12.99,1272,0.55,turbulent
236273386,Ida O Whiteley Tr U A Fbo First Presbyterian Church,4683,3924,19.36,3867,0.49,weak_up
236275673,Freedoms Foundation Trust A Patriotic Fund,7868,6781,16.03,5133,0.43,weak_up
236278667,Deforrest P Willard Memorial Fund,4280,3746,14.26,3298,0.44,weak_up
236283176,Philip H Glatfelter Foundation,23961,45805,-47.69,-4518,0.64,turbulent
236283197,Isabella S Jones 2 64214,9723,12172,-20.12,-9297,0.68,turbulent
236283750,Church Of Christ L H Tr Ua 2103 An,11712,7613,53.83,-8764,0.83,turbulent
236283793,Brown G E Fbo Clinton City Uw T W W4,4661,3167,47.2,3507,0.62,turbulent
236285558,Woodmansee H R Fbo Phoebe Home Tr,9521,5973,59.41,7451,0.87,turbulent
236285587,Cheston W Haigh,7705,6219,23.9,5037,0.53,turbulent
236285596,Lewis M Oswald Tr Up,24453,36533,-33.07,16914,0.54,turbulent
236285619,Domenico Capuzzi Foundation Ud Dc,8626,7663,12.56,5821,0.71,turbulent
236285687,Lewis S Franklin Trust Uw,21295,18227,16.83,12724,0.42,weak_up
236287749,Frank P Streeper Tw Fbo Green Tree Community Health Foundation,175145,107938,62.26,-185825,1.02,turbulent
236287957,Florrie Hagy 15355 0,4786,13928,-65.63,-2710,0.98,turbulent
236292365,Ida Lebar 6 40292,2786,1636,70.3,-2122,0.86,turbulent
236292772,C K Williams Foundation,195797,251972,-22.29,-136889,1.2,turbulent
236292998,Stone Isaac Ud Res Tr 108411 Nj054,36123,30951,16.71,24155,0.59,turbulent
236293005,Schaefer Bertha B Uw 2022803 Mellon Bank East N A,9538,8917,6.96,6617,0.48,weak_up
236293062,Main Thomas B U D Perpetual Trust 1196001,4252,3773,12.7,2698,0.47,weak_up
236293111,Mary W Van Dusen Trust Ud,674716,757644,-10.95,225003,0.63,turbulent
236295283,William A March Education Fund,87653,83538,4.93,-44568,0.28,stable
236295794,Pennsylvania Heavy & Highway Contractors Welfare Fund,13470791,16572262,-18.71,-3364003,0.22,weak_down
236297905,Iretta J P Bush 3 64347,68866,130810,-47.35,-15584,0.51,turbulent
236297906,John S Bush 4 I P Bush Jr Mem Fd 64348,4293,18868,-77.25,-2953,1.34,turbulent
236305862,Martha S Smith Tw Zion Hill Cemetary,12989,9608,35.19,11365,0.74,turbulent
236389472,S E Dierkens Charitable Tr,15116,13298,13.67,10796,0.49,weak_up
236394332,United Food And Commercial Workers International Union,125063,151393,-17.39,-6163,0.13,weak_down
236394993,Adin H Nicholas 2 For Charities 64372,4470,19138,-76.64,-3300,1.33,turbulent
236398364,Helen B Shartzer,5217,4319,20.79,-4311,0.66,turbulent
236400190,John C Mosteller Tr Ch Uw Fbo Wilkes Coll J Price E Russell,43201,94276,-54.18,-26443,0.68,turbulent
236400557,Carl V S Patterson Memorial Fund,12323,63076,-80.46,-8749,1.53,turbulent
236401612,John A Sherger Tw,14151,10288,37.54,-8486,0.7,turbulent
236403871,Adam J Zabriskie Trust Fbo,28959,42908,-32.51,20510,0.62,turbulent
236403971,Pennsylvania Resources Council,1539559,1315235,17.06,530969,0.16,weak_up
236404996,Maedleine Hart Jenkins,18067,38594,-53.19,-14418,1.1,turbulent
236404999,Meta G Savidge 2 64533 Nect,13689,25448,-46.21,-1376,0.75,turbulent
236408237,Abrams S L Foundation Agt 10170325 B N3,111911,119940,-6.69,5036,0.37,weak_down
236409220,Edith L Reynolds Trust,38027,24608,54.53,-27645,0.74,turbulent
236409254,The Raymond F Russell Fund,63187,43717,44.54,-49540,0.77,turbulent
236412517,Madeline Hart Jenkins 6 Res 64759,317382,373835,-15.1,118544,0.39,weak_down
236416719,Della B Dobson Memorial Fund,26394,11104,137.69,13187,0.68,turbulent
236420348,Gwilym T Williams Scholarship Fund Trust Ua,52586,120107,-56.22,-36992,0.88,turbulent
236422666,Anna M Vincent Ud,849257,523950,62.09,274282,0.85,turbulent
236425374,Alice C Bassett 3 64985,115708,227424,-49.12,-24848,0.49,strong_momentum_down
236428003,Suie J Hiesler Tr 2051 Fbo Clearfield Methodist Church & Ceme,3158,1803,75.17,-3130,0.88,turbulent
236429959,Walter J Wolf,23671,25304,-6.46,-17865,1.05,turbulent
236431063,Harold C Greenway Uw,52529,41217,27.44,38471,0.49,strong_momentum_up
236431098,Eugene J Mccomber Decd Tr U W,26672,24153,10.43,18363,0.42,weak_up
236432326,York Society To Protect Children & Aged Persons,15471,9863,56.85,-12432,0.75,turbulent
236446661,Irv & Doris Huber Tr 32 52141 Cnb Tr Ua Fbo Marticville Cem Assn,2482,1800,37.84,2232,0.64,turbulent
236446808,Lind Edwin A U D 6 18 68 2183501,4174,3710,12.51,2976,0.5,turbulent
236447272,Pennsylvania Physical Therapy Association Inc,472522,698076,-32.31,-233636,0.19,strong_momentum_down
236463130,Lydia J Fitch U W,787335,701981,12.16,659962,0.49,weak_up
236463223,Laura F Miley Tw United Zion Home,5544,3931,41.03,3810,0.62,turbulent
236466049,Kurt R Walch Trust Ud,18258,19509,-6.41,12391,0.44,weak_down
236466105,Earl Allbach Tr Uw 1084235 M045,155920,76096,104.9,-19273,0.71,turbulent
236468678,Florence A Bishop Trust,21188,45625,-53.56,-5687,1.25,turbulent
236473075,Mae Cooper Van Horn,20896,18680,11.86,30624,0.7,turbulent
236473938,Watson Albert Ta B,167632,161763,3.63,108183,0.54,turbulent
236476840,Frances R Mccredy Trust 3 65588,192415,347514,-44.63,-30887,0.53,turbulent
236476885,Alice A Elsasser U D 7 3 69 2462500,10590,8446,25.38,6963,0.45,strong_momentum_up
236480872,The Walter S And Mabel Kuhn Cornell Memorial Foundation,238309,179781,32.55,-151703,0.69,turbulent
236481735,Elizabeth C King U W,148060,87107,69.97,100555,0.54,turbulent
236482867,Cyrus Adams Killinger Trust Uw,3609,3161,14.17,2103,0.4,weak_up
236482868,Mary M Entrekin Trust Uw,7924,7259,9.16,5208,0.46,weak_up
236482869,M B Sharpe Trust Uw 30155 01 4,22797,22430,1.64,16052,0.43,stable
236482874,William E Commerer Tw,8429,7862,7.22,6053,0.48,weak_up
236490745,Harvey M Cassidy,6119,22716,-73.06,-5025,1.13,turbulent
236491760,Harry B Hain Tr Fbo English Pres Cong Of Harrisburg,13414,10016,33.92,-12715,0.91,turbulent
236494765,Bernardo J Segui Tr U W,704346,400286,75.96,-463948,0.73,turbulent
236495082,Robert C Fluhrer Fbo Lillian M Newcomer Commonwealth National Ban,1224,1713,-28.51,247,0.86,turbulent
236496162,Harry K Huhn Trust,6615,5953,11.12,5258,0.6,turbulent
236496497,George V Alloways Trust Dtd 121670 Girard Bank Ttee Uw No 24134 03,26662,22611,17.91,20133,0.43,weak_up
236497916,Robert C Fluher Residuary Trust,99884,52417,90.56,46689,0.94,turbulent
236498084,Phebe Catherine Hess Trust,77813,85266,-8.74,-17995,0.85,turbulent
236498179,Annette Evans Trust Fbo Annette Evans Fnd For Arts & Humanities,22221,68742,-67.68,6659,1.3,turbulent
236500294,Edith Fitton Herrin Decd Tr Uw,37074,33008,12.32,27034,0.43,weak_up
236502194,Anna Mccahan Illman Fund Uw,90686,72646,24.83,65423,0.57,turbulent
236502195,Illman George & Anna Res Fd U W Ami 1084022 G028,168171,149341,12.61,124730,0.52,turbulent
236502196,James & Jeannie Mccahan Fund Uw,78527,74040,6.06,55326,0.48,weak_up
236506581,G Edward Elwell Jr Tr,42571,27851,52.85,-31460,0.78,turbulent
236507986,Samuel B & Effie E Snyder Memorial Fund,7838,45241,-82.68,-9020,1.51,turbulent
236512900,John L Ott 2/Charities 65623 Nect,14544,29513,-50.72,-8590,0.77,turbulent
236513481,Felix M Katar 65534 Nect,15844,18758,-15.53,-24286,1.01,turbulent
236514232,Trust Under Wil Of Joanna B F Schlecter Al No 65993,136174,300629,-54.7,64258,0.72,turbulent
236515222,George G Bassett,11061,37018,-70.12,-7205,0.9,turbulent
236525643,Home For Homeless Women Bishop U A,107431,44182,143.16,18280,0.84,turbulent
236542122,Adolph L Curtze Trust,192481,253798,-24.16,123956,0.56,turbulent
236558719,J Vincent Low Trust Vw Fbo Syracuse Univ E W M Low Foundation,36990,81303,-54.5,-32563,0.76,turbulent
236563688,Bucks County Medical Society Foundation,9861,29236,-66.27,-6349,1.47,turbulent
236566451,John R Hessel Memorial Charitable Remainder Annuity Tr,133237,68725,93.87,33945,0.66,turbulent
236566819,C Mccarty Trust 10171548 Bn9,45760,32162,42.28,-35884,0.75,turbulent
236567620,Hagyard F Fbo St Philip Etal Mar Tr,30290,21749,39.27,-24194,0.69,turbulent
236568929,Naomi Watson Ta,129761,120245,7.91,99869,0.55,turbulent
236572166,Norris D Wright Charitable Trust,13182,13728,-3.98,-18637,0.49,stable
236573555,Reese Etta Trust Tax Division,11021,23807,-53.71,-7845,0.77,turbulent
236574059,Mildred Poole Geary Trust U W Fbo Hahnemann,14773,41642,-64.52,-981,0.82,turbulent
236578511,Edwin M Lavino Foundation Ua 12 22 72 Fbo,54315,58225,-6.72,3255,0.95,turbulent
236592251,Gertrude Miller Wright Scholarship Fund,20339,61299,-66.82,-26617,1.35,turbulent
236592252,Norris Delaplaine Wright Fund,6046,21138,-71.39,2565,1.13,turbulent
236593038,Katherine Teller Trust Uw Res Tr 108420 Az053,22996,23540,-2.31,3596,0.46,stable
236593093,Addie Morris T W 10170528 Bn2,47856,30263,58.13,-55598,1.23,turbulent
236593313,Charles E Grange 2 Nect,8020,11925,-32.74,-10017,0.59,turbulent
236593314,Charles E Grange 3,9649,32710,-70.5,-4728,1.16,turbulent
236593315,Charles E Grange,20343,60040,-66.12,-16086,0.71,turbulent
236594488,Margaret Stimmel Tr U W,26264,27300,-3.79,5820,0.52,turbulent
236597576,Catherine M Wright Trust U/D,5276,16314,-67.66,9991,0.71,turbulent
236599429,J Howard Kenworthy Unitrust I,30360,32396,-6.28,-446,0.44,weak_down
236601332,Mary E King Trust Cnb Tr U/W Dtd 10 23 74 Fbo All Saints Fd,5248,5110,2.71,3730,0.45,stable
236603464,J Howard Kenworthy Unitrust Ii,4778,4882,-2.12,-215,0.48,stable
236603499,Lewis Heizmann J U/W Unitrust Nect,21854,19692,10.98,16141,0.53,turbulent
236603732,Dorothy M Wright Charitable Tr Fbo Bryn Mawr College,12397,17445,-28.93,-17707,0.58,turbulent
236606334,Elizabeth R England Tr Uw,2367945,958046,147.16,450762,0.6,turbulent
236606510,Virginia W Dunn Tr,35960,86686,-58.52,-14951,0.55,turbulent
236608380,Trust Under Will Jacob M Hill,11825,13594,-13.01,-16539,1.09,turbulent
236608550,Helen Strong Hoyt Tr Uw Fbo Bryn Mawr College,6750,5368,25.74,5466,0.57,turbulent
236612205,Arthur P Schultz Trust,122478,479740,-74.47,-113139,0.83,turbulent
236619218,Recording For The Blind Inc Charitable Trust,12089,17418,-30.59,8649,0.6,turbulent
236619245,Brynly R Griffits Tr 11 08 73 Fbo Orpheus Choral Soc Puritan Church,8831,7624,15.83,6160,0.4,weak_up
236619553,Clair P A Geissinger Memorial Trust Annuity Trust,30606,27603,10.88,-19769,0.76,turbulent
236619830,Harvey F Hoffman & Raymond F Hoffman Trust,6260,23282,-73.11,-2056,0.67,turbulent
236627858,Gustav Klein Trust Under Paragraph 3 A Of Deed Of 4,42929,91725,-53.2,-9969,0.78,turbulent
236627904,David W Dehaven,41901,98640,-57.52,-31628,0.81,turbulent
236628274,Prospect Hill Cemetery Association Perpetual Care Fund,18653,14696,26.93,16896,0.56,turbulent
236632633,Donald & Emily Guthrie Fdn Fbo The Robert Packer Hospital,2316200,1815831,27.56,-1934475,0.37,uncategorized
236632667,Donald & Emily Guthrie Fdn Fbo The D Guthrie Fdn For Med Research Inc,1742020,1151447,51.29,-840866,0.47,uncategorized
236643426,Hana D Monaghan Tr U W 2587602,9461,13364,-29.21,6155,0.51,turbulent
236645283,Manus A Langan Trust U/W Art 10 Fbo The Manus & Laura Kelly Langan,48425,124070,-60.97,-41924,0.72,turbulent
236648386,Alfred H And Ada O Repp Scholarship Fund,6841,6233,9.74,5126,0.44,weak_up
236656881,The Dewald Christman And Mary Ann Christman Memorial Fund,13851,18108,-23.51,11103,0.59,turbulent
236657497,Arthur W Bowlby Charitable Trust Under Will,7643,7210,6.01,5192,0.42,weak_up
236657919,Daniel John Francis Flood Trust,12740,8729,45.94,-9856,0.71,turbulent
236664736,Mary Eaches Samson Trust,9627,29162,-66.99,3432,1.14,turbulent
236664738,Mary Eaches Samson,10012,35304,-71.64,-4092,0.75,turbulent
236664771,Lorna Luttgen Trust Uw,10239,24216,-57.72,-9397,0.84,turbulent
236664797,Annie Miller Charitable Trust Uw,14732,16419,-10.27,-23471,0.62,turbulent
236665023,R C Hughes Spelling Bee Fund,5439,9466,-42.54,-13904,1.29,turbulent
236671178,Stelletta W Keck Tw,8363,24409,-65.74,861,0.7,turbulent
236674547,Elmer W Forrest,20874,53622,-61.07,5240,0.83,turbulent
236674583,Samuel L Howell Charitable Trust,27406,61697,-55.58,21422,0.79,turbulent
236674588,Louis K Lewis Trust 3 Uw 67791 Fbo Childrens Hosp Of Phila,41153,156263,-73.66,-31875,1.1,turbulent
236676705,Victoria Greenberg Trust Underwill,49584,32971,50.39,62871,0.77,turbulent
236685596,Hosfeld George W Co Tw,15542,12698,22.4,8270,0.39,strong_momentum_up
236690480,Lillian L Somarindyck Tr Uw 041580,72263,68505,5.49,-72817,0.93,turbulent
236691348,Edna R Peterson Trust Ud,90550,77361,17.05,-101625,0.76,turbulent
236691452,Evelyn L Steidler,11264,38646,-70.85,-17427,0.92,turbulent
236693406,A Schultz For St Peters Lutheran Church,3937,17676,-77.73,-3809,1.06,turbulent
236697937,R E Heusner Fbo St Matthews,13729,9964,37.79,-8725,0.71,turbulent
236698480,Clarence Finn Ad Uw,32764,37576,-12.8,426,0.63,turbulent
236706634,A Stewart For Shippensburg Public Library Tr,33765,36227,-6.8,1959,0.49,weak_down
236706636,Alexander Stewart Tr Ud Civic Ship 26320 03,8075,7614,6.05,5713,0.5,weak_up
236708285,Josephine D Myers Tr Uw 70859 00 4 Fbo,45344,29222,55.17,-36330,0.78,turbulent
236715270,Trust For The Support Of Residents Of Wesley Village,106179,124064,-14.42,-46430,0.22,weak_down
236720230,Smithfield Township College Assistance Fund,11954,10819,10.48,8452,0.45,weak_up
236722334,Sara E T West,78363,192471,-59.29,-129941,0.8,turbulent
236723474,Samuel & Eva Kress Scholarship Fund,12282,51421,-76.11,-9176,1.44,turbulent
236725618,Charles E Ellis Grant & Scholarship Fund,3105870,3380126,-8.11,1648944,0.33,weak_down
236726376,Bertheim Noss Joseph Trust Uw York,4145,3610,14.82,3132,0.69,turbulent
236728724,Lester B Fuhrman Trust,23494,44674,-47.41,-12514,0.72,turbulent
236730175,Pryor And Arlene Neuber,12921,11295,14.4,5451,0.37,weak_up
236731235,Paul M Kauffman Trust,10905,11579,-5.82,-4753,0.51,turbulent
236732616,Alexander Stewart Md Fd,863544,382243,125.91,-305152,0.54,turbulent
236734439,Sarah P Sellers Trust 45416,14481,32556,-55.52,-10262,0.67,turbulent
236735400,Ernest Schwartz Scholarship Irrevocable Trust,13091,25973,-49.6,-511,0.76,turbulent
236740289,Sam Spear Trust  Continental Bank Tax Dept Ttee,83944,452963,-81.47,-72731,1.41,turbulent
236744827,Eva Fleischman 2 Trust,6153,16163,-61.93,-434,0.85,turbulent
236745014,Ernestine B Cairns Tr Uw,133115,96973,37.27,-40165,0.7,turbulent
236745350,Thelma K Klugh Tr,7384,9619,-23.24,-7591,0.66,turbulent
236750101,Arline J Oram Trust Under Will,15847,17529,-9.6,-22175,0.84,turbulent
236750116,Edward Abend Trust F B O Project Remain,7556,17421,-56.62,-5222,0.78,turbulent
236751045,Landis M G For Menn Central Com Tr,7901,6891,14.65,5004,0.49,weak_up
236758319,Charles K Williams Tr,105159,574629,-81.7,-200063,0.68,turbulent
236760330,Margaretta M Willard Trust Ud,9393,9538,-1.51,6457,0.42,stable
236762599,Dorothy Hill Memorial Fund,14060,12256,14.72,11205,0.26,weak_up
